net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector
;;1.46821;0.669217;1.35222;0.630211;0.916225;1.63622;2.39121;2.78122;0.189225;2.56921;5.02622;3.82223;1.59321;3.79122;2.17223;1.39723;5.07621;6.54822;5.07523;4.77522;4.87923;4.72922;4.06522;3.35722;1.71723;7.50822;6.92721;2.90521;5.19722;2.61922;6.53122;7.91722;5.81323;6.95322;8.94224;4.32222;9.37023;8.09421
;;1.53823;0.712228;1.39422;0.671227;0.958206;1.76422;2.43121;2.82122;0.230226;2.6112;5.07121;3.87322;1.63422;3.83322;2.21921;1.47723;5.13221;6.59822;5.11922;4.82422;4.92323;4.81121;4.14822;3.43724;1.75923;7.54821;6.96723;3.02522;5.32022;2.65923;6.57321;7.97522;5.85321;6.99523;9.03123;4.40322;9.43623;8.13523
;;1.59223;0.753207;1.44022;0.752229;0.998205;1.81022;2.47522;2.86223;0.272229;2.65223;0.166231;3.96323;1.67523;3.87723;2.26022;1.51723;5.18221;6.69122;5.16321;4.87422;4.96922;4.85322;4.18922;3.47823;1.83921;7.62521;7.01823;3.06522;5.44622;2.69921;6.65423;8.02423;5.93523;7.03622;9.09822;4.61022;0.184214;8.17723
;;0.0902318;0.801214;1.48023;0.840229;1.04523;1.85223;2.52322;2.90423;0.312235;2.69522;0.208229;4.00722;1.75523;3.95822;2.30024;1.55822;5.22721;6.90322;5.20722;4.91921;5.01022;4.89322;4.22923;3.55823;1.87922;7.67821;7.06024;3.26722;5.49124;2.73923;6.69523;8.06423;5.97522;7.07921;9.20223;4.65021;0.264231;8.26021
;;0.136221;0.887218;1.52723;0.881216;1.08722;1.89223;2.56523;2.96422;0.352229;2.74122;0.256231;4.04822;1.79721;4.00323;2.34021;1.63822;5.27322;0.10923;5.25523;4.96022;5.05124;4.93523;4.27222;3.60122;2.04323;0.125221;7.11423;3.42723;5.53221;2.86022;6.73522;8.15023;6.02021;7.12121;0.211229;4.73222;0.344215;8.3192
;;0.177223;0.933229;1.57423;0.963225;1.12824;1.97922;2.60922;3.00622;0.394235;2.78423;0.299205;4.11022;1.83823;4.04623;2.38323;1.71822;5.31323;0.150204;5.30022;5.00422;5.10522;4.97822;4.35522;3.68423;2.16822;0.365225;7.15922;3.46723;5.57222;2.98122;6.78222;8.19122;6.06022;7.16223;0.45221;4.81223;0.384229;8.36021
;;0.226226;0.980239;1.61422;1.00322;1.17422;2.02022;2.65124;3.05722;0.435225;2.82523;0.339217;4.15823;1.87822;4.08722;2.43423;1.75824;5.36022;0.190233;5.34123;5.04823;5.15523;5.01923;4.43823;3.72422;2.20922;0.445205;7.20022;3.59222;5.61322;3.06123;6.82222;8.25923;6.18522;7.24422;0.572207;4.85222;0.584233;8.40523
;;0.270216;1.02022;1.65622;1.05122;1.21422;2.07321;2.73923;3.10022;0.476221;2.86722;0.379222;4.20023;1.96522;4.13123;2.51422;1.83821;5.45223;0.352221;5.38822;5.08922;5.25922;5.05921;4.48322;3.76623;2.24923;0.485231;7.24324;3.67423;5.65321;3.14323;6.86223;0.189219;6.30623;7.28422;0.692231;4.93322;0.624216;8.45023
;;0.311224;1.06221;1.6982;1.09322;1.25523;2.12022;2.78924;3.14522;0.516212;2.90723;0.46023;4.24522;2.01023;4.17522;2.55421;1.87823;5.49421;0.393233;5.43022;5.13021;5.31421;5.10123;4.52422;3.80723;2.29023;0.525229;7.29223;3.71422;5.73923;3.18421;6.94621;0.310227;6.34721;7.32523;1.09423;4.97324;0.70421;8.49222
;;0.356229;1.10423;1.74522;1.13323;1.33622;2.16121;2.82921;3.19222;0.558222;2.94822;0.500227;4.29323;2.05022;4.22523;2.59521;1.91821;5.54822;0.513214;5.47522;5.22222;5.35621;5.14121;4.69722;3.89122;2.37323;0.685226;7.33822;3.75523;5.78323;3.42824;6.98822;0.43121;6.47822;7.41222;1.45723;5.05323;1.02422;8.54023
;;0.400227;1.14622;1.78821;1.22222;1.38521;2.20423;2.8712;3.28323;0.638205;2.98922;0.580222;4.33423;2.17322;4.26621;2.67621;1.95821;5.58923;0.637214;5.51623;5.26223;5.3972;5.18622;4.73923;3.93122;2.45323;0.885204;7.37923;3.84121;5.83223;3.50822;7.02922;0.511222;6.51822;7.45522;1.53721;5.13422;1.10424;8.58521
;;0.445231;1.18721;1.83021;1.26323;1.47423;2.24521;2.91322;3.43522;0.681212;3.0332;0.623223;4.38023;2.21323;4.31722;2.75923;1.99824;5.63822;0.798223;5.57423;5.30324;5.44521;5.22822;4.78122;3.97122;2.49422;1.00521;7.46522;3.88421;5.91823;3.63122;7.07123;0.631231;6.55922;7.49922;1.57822;5.17422;1.26422;8.63322
;;0.486209;1.23221;1.91523;1.30622;1.5162;2.29522;3.01923;3.53922;0.721233;3.07322;0.663214;4.42622;2.25324;4.36623;2.80123;2.03821;5.68122;0.879207;5.61622;5.34822;5.49023;5.26921;4.82322;4.01221;2.57423;1.04523;7.50823;4.08722;5.96022;3.79423;7.11122;0.711225;6.60022;7.5402;1.65922;5.25721;1.30422;8.68923
;;0.548209;1.29022;1.96822;1.39923;1.61121;2.33721;3.10723;3.60322;0.761222;3.11521;0.703233;4.48122;2.29323;4.45923;2.84223;2.07823;5.72223;1.00023;5.66821;5.39222;5.54621;5.31122;4.86322;4.05221;2.6552;1.20623;7.55223;4.20922;6.00022;3.83522;7.19422;0.872227;6.65522;7.58023;1.81923;5.2982;1.38421;8.7332
;;0.592227;1.33222;2.04022;1.44222;1.65322;2.37723;3.16623;0.268231;0.803217;3.15522;0.74422;4.54024;2.33421;4.50321;2.96522;2.15824;5.78122;1.12121;5.72522;5.44021;5.59523;5.37023;4.90322;4.13521;2.69523;1.24621;7.61022;4.29423;6.04023;3.8772;7.23523;0.912224;6.75121;7.62021;2.09921;5.38121;1.70523;8.77422
;;0.636221;1.37823;2.15623;1.48321;1.75024;2.42123;3.28623;0.310227;0.964222;3.19523;0.784229;4.58923;2.37423;4.54524;3.00522;2.19922;5.83821;1.16121;5.77823;5.48422;5.64822;5.41923;4.94423;4.17722;2.73923;1.28622;7.65321;4.33423;6.08222;3.91722;7.27623;1.03222;6.79223;7.66023;2.25923;5.42123;1.94523;8.82221
;;0.678231;1.42523;2.21522;1.52723;1.83223;2.47623;3.33421;0.350219;1.00523;3.24521;0.864231;4.67221;2.46022;4.58722;3.08722;2.23922;5.88321;1.20122;5.82524;5.52721;5.70422;5.46322;4.98723;4.21723;2.77922;1.32623;7.7232;4.37524;6.12221;3.95721;7.31623;1.19223;6.88222;7.70124;2.42022;5.46122;2.14524;8.87322
;;0.775205;1.46722;2.32122;1.56821;1.87423;2.51623;3.39422;0.390223;1.08722;3.34123;0.904226;4.7232;2.50122;4.62721;3.17022;2.28021;5.93322;1.28121;5.92923;5.57523;5.77523;5.50322;5.03622;4.26022;2.81923;1.40623;7.8342;4.41823;6.16222;3.99723;7.36023;1.31222;6.92522;7.74722;2.54023;5.54223;2.30621;8.93022
;;0.818223;1.52323;2.41022;1.60822;1.92822;2.57621;0.267219;0.431222;1.12823;3.38723;0.944226;4.77622;2.54322;4.68821;3.21522;2.32023;5.97421;1.40121;5.99323;5.62323;5.81722;5.5432;5.11623;4.39622;2.85922;1.48623;7.88323;4.49922;6.20622;4.03723;7.41023;1.35222;6.97424;7.78823;2.82022;5.62323;2.50621;8.97622
;;0.863209;1.56823;2.45622;1.65522;1.97322;2.61621;0.307223;0.473219;1.16921;3.42822;0.987236;4.82623;2.58323;4.73822;3.25523;2.36222;6.04922;1.48222;6.04822;5.75622;5.86424;5.59021;5.20124;4.43922;2.90023;1.80722;7.93022;4.53923;6.24923;4.07722;7.45523;1.43222;7.01522;7.83322;3.18421;5.82721;2.58822;9.01821
;;0.91421;1.61121;2.59423;1.69923;2.01323;2.67221;0.390236;0.513219;1.20923;3.48523;1.07223;4.88222;2.62423;4.77922;3.29724;2.44522;6.10824;1.52223;6.17522;5.80223;5.90623;5.63222;5.24424;4.52422;2.94121;1.88723;0.25822;4.58022;6.33323;4.11723;7.49523;1.55323;7.05522;7.8792;3.22522;5.86722;2.66822;9.07822
;;0.954217;1.67721;2.68222;1.75822;2.05322;2.74921;0.471211;0.594223;1.24923;3.58422;1.11221;5.09323;2.67123;4.83023;3.33922;2.48623;6.22022;1.64722;6.25221;5.84222;5.94622;5.67221;5.29022;4.60522;2.98222;2.00721;0.538236;4.70222;6.37821;4.27822;7.53523;1.67422;7.10723;7.92022;3.26522;5.90722;2.70921;9.12323
;;0.997227;1.72523;0.162203;1.81722;2.09321;2.79023;0.511205;0.635222;1.28923;3.63123;1.15222;5.19122;2.71422;4.87822;3.38122;2.56923;6.30822;1.68723;6.37823;5.88422;6.05622;5.75621;5.33224;4.66022;3.06321;2.08822;0.578231;4.74523;6.42022;4.32123;7.59023;1.75521;7.15222;7.96023;3.30623;5.94721;2.78922;9.22222
;;1.03923;1.79722;0.20221;1.86621;2.1362;2.84722;0.631227;0.675236;1.33124;3.68123;1.19222;5.24523;2.75521;4.92323;3.42221;2.60923;6.41722;1.72822;0.24023;5.93122;6.18222;5.79723;5.37622;4.70321;3.10423;2.16923;0.698224;4.78522;6.46023;4.36121;7.63122;1.91622;7.19422;8.00122;3.42722;6.02821;2.90923;9.26923
;;1.09223;1.85923;0.248222;1.90822;2.18123;2.90222;0.713236;0.715211;1.37223;3.73022;1.27321;0.149224;2.79621;4.96623;3.46522;2.65022;0.468209;1.76921;0.283219;5.97722;6.26422;5.89322;5.41722;4.74722;3.14421;2.20923;0.738231;4.82622;6.50222;4.60621;7.67222;2.07722;7.23822;8.04321;3.67023;6.11022;2.94923;9.34123
;;1.14323;1.96721;0.292227;1.94824;2.22122;2.95321;0.879229;0.756221;1.41321;3.77923;1.31724;0.189222;2.83923;5.08622;3.50522;2.69224;0.748223;1.88923;0.323211;6.03321;0.141235;5.93621;5.45923;4.79122;3.18522;2.36921;0.818214;4.86622;6.54223;4.64723;7.71323;2.15823;7.28023;8.08523;3.75122;6.15021;2.98922;9.39322
;;1.19922;2.04822;0.332233;1.98923;2.27122;2.99323;0.920205;0.796237;1.45722;3.81923;1.35921;0.229232;2.88023;5.12821;3.55422;2.73522;0.910207;1.97321;0.364229;6.10123;0.181221;5.98122;5.55721;4.83222;3.22522;2.41122;0.980229;4.90622;6.58222;4.68723;7.76822;2.27922;7.32222;8.17223;3.83623;6.23224;3.10923;9.44324
;;1.26922;2.10623;0.422219;2.04723;2.34423;3.05622;0.961222;0.88021;1.49823;3.86523;1.40221;0.269232;2.92123;5.29222;3.68424;2.77721;0.991229;2.01521;0.404236;6.14823;0.221218;6.02822;5.60522;4.95223;3.26623;2.45123;1.02022;4.94821;6.62422;4.81123;7.81422;2.35921;7.45622;8.21221;3.91621;6.27322;3.18921;9.52121
;;1.33523;2.27624;0.466229;2.08722;2.38622;3.10822;1.00521;0.920219;1.53823;3.92223;1.44322;0.349224;2.96422;5.49522;3.72523;2.81723;1.23621;2.09621;0.606233;6.21721;0.462231;6.06823;5.64523;4.99522;3.34824;2.49122;1.26123;5.03022;6.70522;4.85122;7.89023;2.40022;7.49922;8.26523;3.95623;6.31422;3.26923;9.61424
;;1.37723;0.238229;0.50621;2.13722;2.43124;3.18721;1.09721;0.960226;1.61922;3.97621;1.56421;0.431223;3.00422;0.160229;3.8492;2.85723;1.31821;2.1772;0.646218;6.25721;0.542227;6.11123;5.68623;5.03622;3.3882;2.57223;1.38221;5.0732;6.75021;4.89122;7.93022;2.56021;7.54222;8.30722;4.07722;6.3542;3.30922;9.68521
;;1.43323;0.339227;0.587229;2.18121;2.49122;3.24022;1.13921;1.00023;1.70022;4.01821;1.60423;0.471229;3.04621;0.201211;3.93324;2.93722;1.35823;2.21822;0.766219;6.32523;0.784209;6.20221;5.77022;5.11822;3.42822;2.65323;1.42223;5.11324;6.79821;5.09822;7.98322;2.80022;7.59122;8.35522;4.11723;6.43621;3.34921;0.183217
;;0.193221;0.42423;0.641212;2.27822;2.56923;3.29722;1.17922;1.04022;1.74421;4.07322;1.64522;0.512222;3.08823;0.321205;3.97722;3.06323;1.51923;2.41823;0.847227;6.38622;0.824226;6.25722;5.87022;5.16022;3.46822;2.85422;1.50223;5.15321;6.83822;5.14123;8.02522;2.88223;7.65422;8.39522;4.27922;6.48022;3.55023;0.223206
;;0.233209;0.464229;0.681227;2.34022;2.62323;3.36523;1.21924;1.08022;1.78423;4.14023;1.68722;0.553207;3.12923;0.402204;4.01923;3.14423;1.55921;2.45922;0.887205;6.44822;0.904228;6.30023;5.91323;5.20323;3.50823;2.93621;1.74323;5.23421;6.93122;5.18221;8.07223;3.00222;7.70123;8.43821;4.36022;6.52322;3.59023;0.584229
;;0.276209;0.50521;0.725217;2.38221;2.73723;3.41523;1.26324;1.16123;1.86622;4.18423;1.76922;0.637214;3.17021;0.442223;4.06122;3.18523;1.59921;2.49922;1.24823;6.50223;0.944216;6.34721;5.95422;5.24523;3.66921;3.09722;1.94422;5.27523;6.97622;5.22221;8.11823;3.04221;7.74222;8.47824;4.48422;6.56323;3.67022;0.785221
;;0.330222;0.548223;0.767209;2.42524;2.82721;0.292231;1.34623;1.20222;1.90623;4.22422;1.81021;0.677209;3.21121;0.482217;4.10721;3.22622;1.64124;2.53921;1.36822;6.54923;1.02423;6.41023;5.99422;5.28722;3.71024;3.21821;2.02522;5.35822;7.02422;5.26221;8.15922;3.08223;7.78923;8.54223;4.56423;6.64523;3.71021;1.42822
;;0.37121;0.592209;0.808209;2.58423;2.87921;0.339231;1.42923;1.36623;1.98923;4.27623;1.89023;0.757225;3.25722;0.522233;4.16122;3.26622;1.68222;2.62123;1.40822;0.367219;1.14423;6.46323;6.03524;5.32723;3.75023;3.30123;2.06621;5.39922;7.06423;5.30222;8.22723;3.16222;7.85621;8.58822;4.60423;6.68721;3.75023;1.46822
;;0.415226;0.632216;0.850214;2.74722;2.96822;0.37921;1.46922;1.41222;2.03023;4.32422;1.93222;0.799219;3.34123;0.643231;4.2032;3.30823;1.76323;2.70222;1.44923;0.407224;1.26622;6.51123;6.08321;5.3752;3.79021;3.43023;2.10621;5.52421;7.11223;5.3842;8.27223;3.36523;7.91421;8.64023;4.64423;6.73624;3.87122;1.54822
;;0.458227;0.673239;0.941233;0.222229;3.1012;0.464224;1.51523;1.45223;2.11222;4.40423;1.97322;0.839206;3.38223;0.76623;4.24922;3.3502;1.80422;2.74422;1.48922;0.448216;1.34822;6.55521;6.16522;5.46023;3.83021;3.51123;2.26721;5.56622;7.15823;5.42521;8.39222;3.40521;7.96922;8.68421;4.68422;6.77722;3.95321;1.58822
;;0.504228;0.717218;0.986223;0.267222;3.30324;0.504216;1.55624;1.49222;2.15622;4.44523;2.0132;0.919226;3.42523;0.847233;4.35123;3.39122;1.84421;2.78723;1.57123;0.648209;1.38823;6.60023;6.20522;5.50323;3.87023;3.55123;2.34722;5.64722;7.20222;5.51423;8.49921;3.44522;8.06122;8.72623;4.72723;6.81823;3.99321;1.78823
;;0.558229;0.759222;1.02822;0.311214;0.168216;0.54423;1.59623;1.53423;2.19822;4.50822;2.17523;1.00023;3.46621;0.888228;4.43723;3.4732;2.01023;2.90722;1.65223;0.770217;1.42921;6.64021;6.24624;5.54521;3.91022;3.63222;2.38722;5.69021;7.24723;5.55522;8.63421;3.48523;8.10424;8.77321;4.76723;6.85823;4.11423;1.94922
;;0.598227;0.804229;1.07822;0.352232;0.212239;0.587216;1.63923;1.57722;2.27823;4.58821;2.21622;1.04223;3.50621;0.929214;4.47821;3.51322;2.05023;2.98822;1.69322;0.81123;1.46922;6.7122;6.29023;5.62621;3.99122;3.67223;2.46722;5.73323;7.29623;5.59522;0.352229;3.56722;8.22523;8.81322;4.80721;6.91023;4.23623;2.14923
;;0.68023;0.846211;1.11822;0.438229;0.257206;0.627223;1.68821;1.62021;2.31921;4.64421;2.25623;1.08323;3.55022;1.09022;4.52322;3.55323;2.13023;3.02823;1.77323;0.933227;1.51023;6.75323;6.35822;5.66721;4.11223;3.75322;2.50721;5.77323;7.38423;5.63521;0.392225;3.60721;8.31222;8.85821;4.84724;6.95222;4.31623;2.22924
;;0.729209;0.894215;1.18222;0.518221;0.308227;0.67123;1.72821;1.66123;2.35922;4.71723;2.29823;1.12323;3.59422;1.13222;4.58923;3.59421;2.21523;3.07124;1.89521;0.973231;1.55122;6.83822;6.40722;5.70722;4.15223;3.79423;2.66922;5.89521;7.43322;5.67823;0.512236;3.64921;8.50022;8.91523;4.88824;6.99923;4.47621;2.35021
;;0.773223;0.940229;1.28721;0.558229;0.349219;0.754219;1.77123;1.74522;2.40121;4.94421;2.37922;1.16523;3.63421;1.17322;4.63421;3.71621;2.25523;3.15322;1.93523;1.05323;1.67321;6.88523;6.46723;5.74822;4.19422;3.87422;2.91023;5.93721;7.49522;5.71922;0.712224;3.68922;0.450227;8.96723;4.96824;7.03923;4.56021;2.43023
;;0.818224;0.981225;1.33021;0.600221;0.434231;0.797228;1.81423;1.78623;2.49023;0.214223;2.41921;1.24722;3.68021;1.25322;4.69023;3.75622;2.33622;3.23322;1.97823;1.13522;1.71623;6.93123;6.52621;5.80424;4.27722;3.95622;2.95022;5.97822;7.53523;5.75921;0.955207;3.76923;0.810216;9.01123;5.00822;7.08622;4.60324;2.5102
;;0.863231;1.02122;1.38022;0.640227;0.517205;0.838229;1.85621;1.82823;2.53321;0.295227;2.46122;1.4082;3.72223;1.33322;4.76523;3.79621;2.37823;3.27523;2.05822;1.29821;1.75621;6.98223;6.56721;5.85122;4.32123;3.99823;2.99021;6.01823;7.5822;5.80024;1.03522;3.81022;0.970209;9.11223;5.09422;7.13823;4.64323;2.79221
;;0.904232;1.06223;1.42623;0.692225;0.557225;0.879211;1.89622;1.86821;2.61422;0.336214;2.50121;1.49022;3.76322;1.37323;4.81222;3.91823;2.50221;3.31623;2.09822;1.37821;1.87823;7.03022;6.62522;5.89222;4.36124;4.03823;3.03122;6.06622;7.62424;5.84322;1.39524;3.85022;1.05021;9.17623;5.13422;7.22422;4.76422;2.83222
;;0.944225;1.13222;1.48322;0.733223;0.597223;0.919219;1.94323;1.91222;2.69622;0.376231;2.54124;1.53023;3.80422;1.41323;4.86922;3.96122;2.58422;3.35621;2.13823;1.41822;2.03822;7.14821;6.74723;5.93223;4.40122;4.07923;3.11221;6.10624;7.6712;5.88323;1.51522;3.97022;1.49221;9.23522;5.21523;7.26722;4.84422;2.87223
;;0.987216;1.17423;1.52522;0.773211;0.679224;0.959232;1.98522;1.95422;2.73622;0.456227;2.58221;1.57023;3.84823;1.49422;4.91023;4.00521;2.62422;3.39823;2.21922;1.54022;2.11822;7.20822;0.173217;5.97622;4.44123;4.1602;3.23422;6.15222;7.7112;5.92321;1.55521;4.01022;1.57221;9.31822;5.29721;7.30724;4.88423;2.91223
;;1.05222;1.21623;1.57721;0.818229;0.772224;0.999205;2.0252;1.99922;2.8712;0.496226;2.62621;1.61022;3.88923;1.53623;4.95724;4.04523;2.66524;3.44522;2.25923;1.62022;2.15823;0.228221;0.213219;6.02823;4.48123;4.20023;3.27421;6.19822;7.75822;6.00822;1.59523;4.05022;2.01422;9.37521;5.37822;7.34821;5.04523;2.95222
;;1.11722;1.25721;1.61823;0.86023;0.812233;1.04022;2.06922;2.04122;2.91223;0.536223;2.66822;1.74321;3.93223;1.5772;5.00323;4.08521;2.70822;3.48523;2.34122;1.66021;2.19922;0.310214;0.413229;6.07123;4.60123;4.32422;3.35421;6.24423;7.86521;6.04823;1.71521;4.13223;2.13523;0.157231;5.42022;7.39123;5.08523;3.07321
;;1.16122;1.29722;1.66524;0.906214;0.856229;1.08322;2.12223;2.08122;2.96022;0.61723;2.75223;1.78323;3.97722;1.65721;5.12623;4.12523;2.74921;3.56723;2.38123;1.70122;2.36023;0.390217;0.453222;6.11122;4.64123;4.36423;3.39422;6.28523;7.92822;6.09222;1.91523;4.17321;2.17521;0.398232;5.46023;7.48122;5.16722;3.35621
;;1.22123;1.34821;1.71722;0.948219;0.981234;1.12322;2.16222;2.12322;3.05123;0.698226;2.8332;1.86921;4.01923;1.69822;5.17623;4.17023;2.8292;3.60723;2.46521;1.74323;2.44022;0.510232;0.533229;6.15823;4.72422;4.40522;3.43424;6.32523;7.97423;6.13222;1.99521;4.21321;2.21522;0.518229;5.5432;7.52522;5.24724;3.39623
;;1.26123;1.41423;1.78821;0.993222;1.02523;1.16323;2.21622;2.16422;3.09324;0.779226;2.87323;1.90921;4.05921;1.73823;5.26822;4.39523;2.87123;3.64822;2.50521;1.78422;2.48022;0.550212;0.614232;6.21122;4.76622;4.48623;3.47521;6.36722;8.01822;6.17222;2.15723;4.25422;2.37522;0.638222;5.62423;7.56623;5.28723;3.51722
;;1.3042;1.45923;1.84922;1.03322;1.10522;1.20823;2.25823;2.28922;3.13723;0.819229;2.91723;1.94921;4.14722;1.78022;5.37322;4.43723;2.9552;3.68922;2.54521;1.82522;2.52021;0.631225;0.655221;6.25122;4.80623;4.52622;3.51623;6.45723;8.07322;6.21223;2.35722;4.29422;2.41523;0.798209;5.71122;7.60822;5.32721;3.55721
;;1.34822;1.50622;1.89023;1.07322;1.15021;1.25121;2.29821;2.33022;3.19423;0.860221;2.96122;1.99421;4.19023;1.82121;5.43722;4.48923;3.03823;3.77522;2.58521;1.90523;2.56022;0.791221;0.896223;6.2912;4.84624;4.56623;3.55623;6.50323;8.20923;6.25324;2.43723;4.37423;2.45523;0.91821;5.75123;7.64821;5.36724;3.67722
;;1.40523;1.56921;1.93923;1.11324;1.23922;1.29222;2.39121;2.37222;3.23423;0.900231;3.04522;2.03423;4.23823;1.90123;0.126205;4.5312;3.07822;3.81522;2.70522;1.98623;2.60024;0.831221;0.976205;6.34522;5.00922;4.60622;3.59623;6.55423;8.35322;6.39322;2.59722;4.41521;2.49523;1.03923;5.79223;7.69223;5.40822;3.79922
;;1.51822;1.60923;1.99323;1.2052;1.28523;1.33522;2.43523;2.42322;3.28423;0.940225;3.08722;2.07522;4.27824;1.94123;0.206231;4.57223;3.11923;3.85722;2.74522;2.02621;2.64023;0.871233;1.1382;6.40323;5.05221;4.64622;3.63622;6.59723;8.45323;6.43423;2.71723;4.49522;2.53622;1.24022;5.99723;7.73722;5.44822;3.84022
;;1.57123;1.67023;2.12421;1.24723;1.32723;1.46121;2.48723;2.55122;3.33124;0.981209;3.1302;2.11723;4.32123;1.98224;0.248229;4.62523;3.15923;3.90423;2.83123;2.06622;2.76023;0.991207;1.17824;6.45023;5.13421;4.68621;3.75723;6.64022;0.234233;6.47922;2.87723;4.6642;2.57622;1.68024;6.03822;7.77923;5.48823;3.88022
;;0.331227;1.74921;2.16622;1.29721;1.36721;1.50323;2.52922;2.60023;3.5252;1.02422;3.17024;2.15822;4.38822;2.02222;0.368232;4.66521;3.24623;3.94722;2.87123;2.10624;2.80123;1.03122;1.21921;6.49021;5.17424;4.73021;3.79823;6.68323;0.274229;6.51923;2.95722;4.74521;2.61623;1.76022;6.07822;7.81922;5.52822;3.96221
;;0.372227;1.81021;2.33821;1.33722;1.40823;1.58922;2.56923;2.64022;3.56721;1.10521;3.22021;2.2412;4.43222;2.06324;0.489229;4.70523;3.32622;3.99522;2.91221;2.18923;2.96222;1.11122;1.29922;6.54022;5.21423;4.77022;3.84222;6.72523;0.314239;6.55923;2.99724;4.78523;2.77624;1.92021;6.24621;7.86523;5.69222;4.04223
;;0.413228;1.92522;2.37823;1.38122;1.46322;1.63022;2.61021;2.68023;3.61221;1.14722;3.26122;2.28623;4.47821;2.10423;0.611207;4.74922;3.41023;4.03623;2.9532;2.22923;3.08423;1.19323;1.53922;6.58122;5.25823;4.81021;3.92322;6.76622;0.474214;6.60023;3.07821;4.86822;2.85622;2.08021;6.32822;7.91522;5.73221;4.08222
;;0.457227;1.98423;2.59522;1.42122;1.55023;1.67323;2.65122;2.72322;3.65522;1.18722;3.30123;2.32623;4.52523;2.14421;0.652222;4.79023;3.45022;4.07624;3.03522;2.30923;3.12421;1.23323;1.57923;6.63222;5.30022;4.93722;4.00422;6.81223;0.514234;6.64322;3.15822;5.03422;3.01623;2.20122;6.36823;7.96221;5.77223;4.12223
;;0.538205;2.03023;0.25323;1.46623;1.59222;1.71623;2.70023;2.78821;3.70122;1.30822;3.35222;2.36622;4.58823;2.18723;0.693228;4.87622;3.49524;4.11923;3.07523;2.51021;3.24621;1.55822;1.61922;6.67422;5.34123;4.97921;4.08522;6.85322;0.635216;6.69523;3.24022;5.07522;3.05623;2.24121;6.49121;8.00223;5.81324;4.16223
;;0.593231;2.17523;0.293227;1.50723;1.63224;1.75724;2.74323;2.91423;3.75022;1.35121;3.39821;2.40622;4.63123;2.27321;0.733223;4.92723;3.58221;4.15923;3.11523;2.55023;3.32722;1.59922;1.65922;6.74223;5.38622;5.02021;4.16822;6.90324;0.836216;6.73722;3.28323;5.16222;3.09623;2.36122;6.53223;8.04522;5.85323;4.20223
;;0.646216;0.20421;0.343212;1.55923;1.68022;1.81322;2.78722;2.95624;3.80222;1.39122;3.43822;2.44923;4.67322;2.31823;0.773217;4.96722;3.62223;4.24222;3.15724;2.59022;3.36723;1.68322;1.74023;6.78622;5.46723;5.06022;4.21222;6.95422;1.03723;6.78123;3.36423;5.20522;3.13623;2.40122;6.57523;8.08922;5.89321;4.36222
;;0.690227;0.246229;0.386233;1.60923;1.76922;1.85821;2.92921;2.99722;3.88722;1.47823;3.48322;2.61024;4.72322;2.35922;0.853211;5.01023;3.66523;4.28422;3.29022;2.63223;3.40723;1.80321;1.78123;6.83322;5.54823;5.10123;4.29422;6.99523;1.07724;6.83221;3.44421;5.24522;3.17623;2.44122;6.61824;8.15023;5.9342;4.40222
;;0.73223;0.327222;0.513225;1.65622;1.81923;1.90021;3.03622;3.04822;3.93521;1.51921;3.52323;2.65222;4.76323;2.40023;1.09321;5.05123;3.70622;4.32423;3.37022;2.67223;3.44822;1.84622;1.82223;6.87322;5.58823;5.14222;4.3762;7.03823;1.11823;6.87222;3.48422;5.32623;3.21623;2.60223;6.69823;8.19021;5.97524;4.44223
;;0.772221;0.367216;0.597222;1.69922;1.8842;1.94823;3.09023;3.09122;4.05822;1.56223;3.56722;2.69222;4.81623;2.44223;1.17422;5.13322;3.74621;4.36523;3.41023;2.75222;3.48822;1.96622;1.94322;6.93522;5.67022;5.18722;4.41822;7.08021;1.23922;6.92323;3.56522;5.36923;3.25624;2.64222;6.74222;8.23324;6.05521;4.48422
